home_ownership,income,years_in_current_job,tax_liens,number_of_open_accounts,years_of_credit_history,maximum_open_credit,number_of_credit_problem,bankruptcies,purpose,term,current_loan_amount,current_credit_balance,monthly_debt,credit_score,credit_default,num_features_clustered_by_3,num_features_clustered_by_4,income_per_credit_history,mean_credit_score_per_history,number_of_credit_problem_per_history,number_of_bankruptcies_per_history,current_credit_balance_per_income,monthly_income_per_monthly_debt,current_loan_amount_per_income,months_to_pay_per_month_of_credit_history,PCA_5_0,PCA_5_1,PCA_5_2,PCA_5_3,PCA_5_4
Home Mortgage,0.0,< 1 year,0.0,7.0,11.5,256322.0,0.0,0.0,debt consolidation,0,220858.0,187492.0,14592.0,729.0,0,2,1,0.0,63.391304347826086,0.0,0.0,2.1767,0.0,54.787312,0.1096779255657259,-4.395400944232963,-0.5348009299722775,0.7884440384621556,-0.06834165565163544,0.6308189344120462
Home Mortgage,1828560.0,4 years,0.0,12.0,17.6,839080.0,0.0,0.0,debt consolidation,0,441100.0,402914.0,15528.0,737.0,0,2,1,32182656.000000004,41.875,0.0,0.0,0.22034497090606817,9.813240597630088,0.2412280701754386,0.13450165292804395,1.4664324913748774,-0.2096669101334364,0.5151607035951222,-0.35532188029177686,-0.065927655252414
Home Mortgage,933432.0,10+ years,0.0,8.0,14.0,443608.0,0.0,0.0,debt consolidation,0,337766.0,315305.0,19446.0,706.0,0,2,1,13068048.0,50.42857142857143,0.0,0.0,0.3377910763719264,4.000102848914944,0.36185388973165694,0.10338948394332534,0.17875097790273414,0.4918928216324397,0.7252159171837058,-1.0690925636690958,-0.29025771964011865
Rent,2066364.0,10+ years,0.0,11.0,17.7,1654026.0,0.0,0.0,debt consolidation,1,549780.0,1037077.0,21869.0,728.0,1,1,0,36574642.8,41.12994350282486,0.0,0.0,0.5018849534738313,7.874022589052998,0.26606154578767344,0.11836014811358751,1.735552571012381,-1.049729085364163,0.4199615122396988,-0.09443128273854705,1.0518239637897746
Own Home,2258796.0,7 years,0.0,11.0,17.7,1602546.0,0.0,0.0,other,0,185262.0,1374327.0,58352.0,748.0,0,1,0,39980689.199999996,42.259887005649716,0.0,0.0,0.6084334309074392,3.2258191664381686,0.08201803084475091,0.014947759089972567,2.2535967790134976,-2.2251411662454905,0.21682453974609667,0.05236634662719814,3.0405033115064333
Rent,848464.0,10+ years,0.0,9.0,18.4,296186.0,0.0,0.0,debt consolidation,0,145134.0,41439.0,12939.0,727.0,0,2,1,15611737.6,39.5108695652174,0.0,0.0,0.04884002149767108,5.4645129711209,0.1710549887797243,0.05080066331313825,0.5660786198080017,0.3743678132484297,0.5284672411219418,-0.6791966198694994,-1.4660745098085262
Rent,0.0,7 years,0.0,6.0,17.8,899492.0,0.0,0.0,debt consolidation,1,313038.0,538346.0,18844.0,729.0,1,2,1,0.0,40.955056179775276,0.0,0.0,2.1767,0.0,54.787312,0.07777190128768671,-3.7686957476275023,-1.8696480306531604,0.2925567714770575,0.9043979502612952,0.06638581523898453
Home Mortgage,3361898.0,3 years,0.0,14.0,28.5,1042096.0,0.0,0.0,debt consolidation,1,498872.0,689396.0,52249.0,644.0,1,1,0,95814093.0,22.596491228070175,0.0,0.0,0.20506154559121068,5.361981409532559,0.14838998684671575,0.02791804739764459,5.408013267162027,-3.0753977529967287,-0.6502715062403728,0.815881742704001,1.7663801602514024
Home Mortgage,1401744.0,2 years,0.0,9.0,29.0,387222.0,0.0,0.0,debt consolidation,1,553586.0,201989.0,13434.0,695.0,1,2,1,40650576.0,23.96551724137931,0.0,0.0,0.14409835176751248,8.695250856036921,0.3949266057140248,0.11841330711747,2.125048243000664,-0.9945901268752368,-0.047932085576162596,0.4051307925391114,-1.802563303203427
Rent,1020072.0,2 years,0.0,6.0,12.5,199078.0,0.0,0.0,debt consolidation,0,309672.0,120517.0,14451.0,712.0,1,2,1,12750900.0,56.96,0.0,0.0,0.1181455818804947,5.882361082278043,0.3035785709244053,0.14286070168154452,0.11380343836026773,1.2376284283851469,0.9511111030252671,-1.4130318859541149,-0.5871038685265108
Home Mortgage,1651993.0,10+ years,0.0,11.0,26.5,663894.0,0.0,0.0,debt consolidation,1,585090.0,252852.0,8742.0,697.0,0,2,1,43777814.5,26.30188679245283,0.0,0.0,0.1530587599342128,15.747664531381073,0.3541722029088501,0.210467359915049,2.2418510635432134,-0.7772457636289369,0.0931895315194899,0.4400064612553504,-1.4888908327759702
Home Mortgage,1047394.0,6 years,0.0,7.0,34.4,401104.0,0.0,0.0,debt consolidation,0,324852.0,183597.0,7786.0,719.0,1,2,1,36030353.6,20.901162790697676,0.0,0.0,0.17528933715488154,11.21022775922596,0.3101526264232944,0.10107213902114112,1.8313674481150006,-1.08502277565738,-0.0791835866174713,0.7652485507151413,-2.6496196691872123
Rent,463790.0,unknown,0.0,6.0,28.3,288442.0,0.0,0.0,debt consolidation,0,11873177.445066666,157700.0,5063.0,738.0,0,0,2,13125257.0,26.07773851590106,0.0,0.0,0.340024580090127,7.633649351504378,25.600330850313,6.905439893773475,-0.19833347842924773,-0.11785046539017241,0.6917599841383202,1.924578792091395,-1.8612463663721126
Own Home,0.0,10+ years,0.0,17.0,14.8,700040.0,0.0,0.0,debt consolidation,0,174878.0,168074.0,17132.0,729.0,1,2,1,0.0,49.25675675675676,0.0,0.0,2.1767,0.0,54.787312,0.057475684299756205,-3.9549858263196724,-1.5327817262049552,0.3651820793972373,0.5145894240858089,0.6837106634458211
Own Home,0.0,unknown,0.0,12.0,25.0,1216336.0,0.0,0.0,debt consolidation,0,467676.0,818311.0,37530.0,729.0,0,1,0,0.0,29.16,0.0,0.0,2.1767,0.0,54.787312,0.041537969624300564,-3.0664897284184214,-3.3777913305641456,-0.1893213870169871,1.6691195697320131,0.7675063697003455
Rent,1353142.0,10+ years,0.0,3.0,29.8,1231912.0,0.0,0.0,other,0,108042.0,1036279.0,22225.0,720.0,0,1,0,40323631.6,24.161073825503355,0.0,0.0,0.7658316717683732,5.073648293963254,0.07984527861820859,0.013594189987996467,1.7794691516149284,-2.0676604674345382,-0.08154329418007826,0.8271615164975303,-0.6856131537650426
Home Mortgage,951425.0,2 years,0.0,20.0,15.8,748880.0,0.0,0.0,other,0,66110.0,285874.0,17046.0,742.0,0,2,1,15032515.0,46.962025316455694,0.0,0.0,0.3004692960559161,4.6512622707184486,0.06948524581548729,0.020455322926150186,0.4235191542362361,-0.09093868646884311,0.5567286106495248,-0.7436586105641804,0.18485561456720098
Rent,1004055.0,8 years,0.0,7.0,14.5,328394.0,0.0,0.0,debt consolidation,0,11873177.445066666,195966.0,6041.0,734.0,0,0,2,14558797.5,50.62068965517241,0.0,0.0,0.1951745671302867,13.850562820725045,11.825226153016185,11.295588807009064,0.034591589907501,1.8619316188999124,1.6503667999213194,1.0702499093143278,-0.12007938668085423
Home Mortgage,711094.0,10+ years,0.0,12.0,19.5,533808.0,0.0,0.0,debt consolidation,0,155782.0,262314.0,13807.0,740.0,0,2,1,13866333.0,37.94871794871795,0.0,0.0,0.36888793886602894,4.291868858791434,0.21907370896112188,0.04821721175744497,0.3074566412015988,-0.20290442688266025,0.4378199895840505,-0.3898180658363008,-1.023615013671489
Rent,0.0,10+ years,0.0,9.0,18.6,186494.0,0.0,0.0,debt consolidation,0,357918.0,72808.0,22352.0,729.0,1,2,1,0.0,39.19354838709677,0.0,0.0,2.1767,0.0,54.787312,0.07174191431716197,-3.7868427561733906,-1.7790227858035528,0.1903821281179759,0.897558180807612,-0.2661666378234293
Rent,612750.0,7 years,0.0,8.0,14.0,225016.0,1.0,1.0,debt consolidation,0,11873177.445066666,147687.0,6128.0,719.0,0,0,2,8578500.0,51.357142857142854,0.07142857142857142,0.07142857142857142,0.24102325581395348,8.332653394255875,19.376870575384196,11.532910455002279,-0.8873089989895513,4.111289553913192,-3.6695240814392216,1.8112218841176204,0.5328196179236275
Own Home,1289796.0,10+ years,0.0,11.0,20.5,845548.0,0.0,0.0,debt consolidation,1,11873177.445066666,640433.0,26549.0,708.0,0,0,2,26440818.0,34.53658536585366,0.0,0.0,0.49653821224441697,4.048476402124374,9.205469271936543,1.8179573228251775,1.1463592673414702,-0.8637994815996427,0.4580919341282417,0.6871615637814092,0.6082522229203017
Home Mortgage,1526840.0,10+ years,0.0,19.0,25.0,1303082.0,0.0,0.0,debt consolidation,0,265188.0,495178.0,28247.0,726.0,1,1,0,38171000.0,29.04,0.0,0.0,0.32431557989049276,4.504431149030576,0.1736842105263158,0.03129394271958084,2.072219515663777,-1.710597560399625,-0.07464767241842767,0.31441043069719427,0.20178053019117861
Home Mortgage,0.0,< 1 year,0.0,13.0,21.0,101464.0,0.0,0.0,other,0,79464.0,60287.0,14003.0,729.0,1,2,1,0.0,34.714285714285715,0.0,0.0,2.1767,0.0,54.787312,0.022518984027232257,-3.715695234929113,-1.9944571255043317,0.06193790663328322,1.0980429824537727,-0.6285087133115989
Rent,1899050.0,3 years,0.0,6.0,10.2,802692.0,0.0,0.0,take a trip,0,43978.0,550430.0,21839.0,722.0,0,2,1,19370310.0,70.78431372549021,0.0,0.0,0.2898449224612306,7.246401697269411,0.023157894736842106,0.016452098796690098,0.4571501800127116,1.1095658209512873,1.165541232698376,-1.6454302527989997,1.18730095528559
Rent,0.0,< 1 year,0.0,9.0,31.4,1457104.0,0.0,0.0,buy a car,0,155474.0,254201.0,7020.0,729.0,0,2,1,0.0,23.216560509554142,0.0,0.0,2.1767,0.0,54.787312,0.05877731806606542,-3.386731903322731,-2.682634368390662,-0.23602508034135483,1.833063588230629,-1.7862787010042094
Home Mortgage,0.0,6 years,0.0,8.0,14.5,409222.0,0.0,0.0,other,1,667458.0,206758.0,18846.0,729.0,1,2,1,0.0,50.275862068965516,0.0,0.0,2.1767,0.0,54.787312,0.2035426890184325,-4.051953574327051,-1.2186778914360028,0.4935869243632413,0.4707008275231639,0.2945744893861109
Rent,0.0,5 years,0.0,13.0,18.0,608652.0,0.0,0.0,debt consolidation,0,122936.0,221825.0,10806.0,729.0,1,2,1,0.0,40.5,0.0,0.0,2.1767,0.0,54.787312,0.05266964169425765,-3.854758892532651,-1.7311934808429417,0.23469483301572905,0.8563414723614412,-0.21167200003356806
Rent,1395645.0,6 years,0.0,15.0,17.6,1480182.0,0.0,0.0,debt consolidation,0,120670.0,58805.0,10200.0,750.0,0,2,1,24563352.000000004,42.61363636363636,0.0,0.0,0.04213464025593901,11.402328431372549,0.08646181514640185,0.05601511437908496,1.041748905807245,0.27618177863000576,0.5869787891492523,-0.5209689713699077,-0.7377027211647254
Home Mortgage,852017.0,7 years,3.0,12.0,7.6,337722.0,3.0,0.0,debt consolidation,0,175384.0,160417.0,21868.0,727.0,1,2,1,6475329.199999999,95.65789473684211,0.39473684210526316,0.0,0.1882791071070178,3.2468180293884523,0.20584565800917118,0.08793992022309295,-1.3789764997261058,7.436942804260703,-10.19266183262949,-0.8787122337530898,3.9368013144752507
Rent,709821.0,10+ years,0.0,13.0,23.7,339724.0,0.0,0.0,debt consolidation,1,246004.0,198341.0,14670.0,670.0,1,2,1,16822757.7,28.270042194092827,0.0,0.0,0.2794239674509489,4.032157464212679,0.3465718822069226,0.05896339247792744,0.8683142752029224,-0.6039965606212402,0.08029201247779486,-0.19255634544956832,-1.601900586009098
Rent,1350349.0,10+ years,0.0,20.0,15.0,763422.0,0.0,0.0,debt consolidation,0,241230.0,306584.0,9014.0,721.0,0,2,1,20255235.0,48.06666666666667,0.0,0.0,0.22704056506873407,12.48381221803121,0.1786427064410756,0.14867613342208416,0.7708876073155313,0.23508164721161223,0.6602721315205232,-0.7008981613455638,0.1090011378355101
Own Home,0.0,4 years,0.0,22.0,10.9,625042.0,0.0,0.0,debt consolidation,1,326810.0,300675.0,13844.0,729.0,1,2,1,0.0,66.88073394495413,0.0,0.0,2.1767,0.0,54.787312,0.18047872006729418,-4.24479204262349,-0.9799675709068038,0.7051351233169847,-0.06432421848321214,1.855152689579771
Home Mortgage,0.0,10+ years,0.0,10.0,9.4,348678.0,0.0,0.0,debt consolidation,0,191136.0,165927.0,12031.0,729.0,1,2,1,0.0,77.5531914893617,0.0,0.0,2.1767,0.0,54.787312,0.1408418323586055,-4.660490914785317,-0.010594650193746358,1.045326428512432,-0.5454738379042535,1.3035731965687136
Home Mortgage,1334256.0,10+ years,0.0,17.0,15.4,380052288.0,1.0,0.0,take a trip,0,33110.0,656450.0,34357.0,729.0,0,1,0,20547542.400000002,47.33766233766234,0.06493506493506493,0.0,0.49199703804966965,3.236254620601333,0.024815327793167127,0.005214851898206091,0.7960182760347888,-0.6450374994498369,-1.5416236690010665,0.14682765159672956,2.961711786552311
Home Mortgage,0.0,10+ years,0.0,10.0,21.4,1104554.0,1.0,1.0,debt consolidation,1,774092.0,595251.0,28897.0,729.0,0,2,1,0.0,34.06542056074767,0.04672897196261683,0.04672897196261683,2.1767,0.0,54.787312,0.10431452908746579,-3.5803505267682163,-1.1254066735394885,-3.4251806513270275,1.8526293930944837,0.8394855225361946
Home Mortgage,1721457.0,10+ years,0.0,6.0,27.3,263604.0,0.0,0.0,debt consolidation,0,11873177.445066666,121353.0,23527.0,723.0,0,0,2,46995776.1,26.483516483516482,0.0,0.0,0.07049435449157312,6.097451863816041,6.8971675999264965,1.540481591107085,2.4272911933317007,-0.7735180106764069,0.23670615538992731,1.0044612787155287,-0.8151279485585124
Own Home,0.0,5 years,0.0,18.0,18.0,1447468.0,0.0,0.0,debt consolidation,0,215490.0,612541.0,24039.0,729.0,0,1,0,0.0,40.5,0.0,0.0,2.1767,0.0,54.787312,0.041500848158779025,-3.527847134538032,-2.4800598615766525,0.122301228997306,1.0202375918911468,1.093075941882934
Home Mortgage,0.0,8 years,0.0,14.0,18.7,252670.0,0.0,0.0,home improvements,1,323796.0,94696.0,25005.0,729.0,1,2,1,0.0,38.98395721925134,0.0,0.0,2.1767,0.0,54.787312,0.057706105837656,-3.6830974703382005,-2.0374065775614345,0.11640194495289688,0.9462777647504872,0.1679101366886162
Rent,0.0,5 years,0.0,8.0,17.0,181742.0,0.0,0.0,debt consolidation,0,355344.0,108300.0,19012.0,729.0,1,2,1,0.0,42.88235294117647,0.0,0.0,2.1767,0.0,54.787312,0.09162015321592555,-3.9168298830914408,-1.510861158989874,0.310594447606819,0.7278020755848843,-0.2114734697917632
Rent,665931.0,3 years,0.0,6.0,22.2,279642.0,0.0,0.0,debt consolidation,1,220308.0,181127.0,9379.0,716.0,0,2,1,14783668.2,32.252252252252255,0.0,0.0,0.27199064167308623,5.91686213882077,0.3308270676691729,0.08817379059409128,0.45454168202431705,-0.04649428343011941,0.3672373368388892,-0.2540676946907645,-2.0544760570534115
Home Mortgage,1521672.0,3 years,0.0,12.0,10.4,900878.0,0.0,0.0,debt consolidation,0,132154.0,242744.0,20416.0,742.0,1,2,1,15825388.8,71.34615384615384,0.0,0.0,0.15952452302467285,6.211108934169279,0.08684788837541862,0.0518674707117595,0.22297456980009653,1.2646367063486386,1.1566503081356192,-1.715360176146613,0.9974707769682601
Rent,916560.0,3 years,0.0,8.0,9.5,564168.0,0.0,0.0,debt consolidation,0,265320.0,183198.0,13137.0,744.0,0,2,1,8707320.0,78.3157894736842,0.0,0.0,0.19987562189054725,5.8141128111440965,0.2894736842105263,0.17716133219552652,-0.5696469297088269,1.944367492938029,1.405630715340274,-2.0096361738040756,0.452995006856891
Home Mortgage,2276808.0,10+ years,0.0,19.0,34.4,1685794.0,0.0,0.0,debt consolidation,1,768922.0,267881.0,13889.0,707.0,0,1,0,78322195.2,20.55232558139535,0.0,0.0,0.11765638560651578,13.660738714090288,0.33771929824561403,0.13411322941974604,4.050232062204636,-2.1410253339888548,-0.4102494522379499,1.177227447626817,-0.6981489140710011
Home Mortgage,0.0,10+ years,0.0,7.0,17.6,293766.0,1.0,1.0,debt consolidation,0,175516.0,149948.0,3767.0,729.0,1,2,1,0.0,41.42045454545454,0.056818181818181816,0.056818181818181816,2.1767,0.0,54.787312,0.22061100787540924,-4.27110933290255,0.5705562632632168,-3.831940898045989,1.409636736995543,-0.34695142240741955
Rent,0.0,6 years,0.0,7.0,18.0,89100.0,0.0,0.0,business loan,1,130328.0,39235.0,18351.0,729.0,0,2,1,0.0,40.5,0.0,0.0,2.1767,0.0,54.787312,0.03287942729934992,-3.9033356737272613,-1.5390505873449731,0.2587582946045406,0.7936302297270206,-0.5248065526257893
Rent,1520969.0,10+ years,0.0,7.0,19.2,458590.0,0.0,0.0,home improvements,0,468138.0,2774.0,12865.0,748.0,0,2,1,29202604.8,38.958333333333336,0.0,0.0,0.0018238373037188793,9.852111672496438,0.30778931063026266,0.15793618020468975,1.2785875433040044,0.3138347073383456,0.5470365788645647,-0.40449061884904075,-1.3205851581043688
Rent,719549.0,2 years,0.0,7.0,16.3,37290.0,1.0,0.0,debt consolidation,1,71258.0,27569.0,12592.0,722.0,1,2,1,11728648.700000001,44.29447852760736,0.06134969325153374,0.0,0.038314277415436616,4.7619454150783564,0.0990314766610752,0.02893144087329118,0.16395613774161974,1.5561130996233514,-1.1601984321248329,-0.6981747900463807,-1.1010888513262207
Home Mortgage,992845.0,unknown,0.0,17.0,21.2,1132054.0,0.0,0.0,debt consolidation,0,207812.0,294291.0,25483.0,739.0,0,1,0,21048314.0,34.85849056603774,0.0,0.0,0.29641182661946225,3.2467560072728223,0.20930961026142048,0.032055529929066046,1.001546911553312,-0.8804203984422027,0.2071472432783342,-0.1741616783798473,-0.2543948140552064
Rent,0.0,< 1 year,0.0,9.0,10.7,642092.0,0.0,0.0,debt consolidation,0,312026.0,296685.0,13006.0,729.0,1,2,1,0.0,68.13084112149534,0.0,0.0,2.1767,0.0,54.787312,0.186845227915417,-4.444439243317241,-0.4581998267293015,0.8759654697174509,-0.18700793866035006,1.0425467068800058
Home Mortgage,1630029.0,unknown,0.0,10.0,17.3,697114.0,0.0,0.0,debt consolidation,1,230362.0,260680.0,6181.0,714.0,0,2,1,28199501.700000003,41.27167630057804,0.0,0.0,0.1599235351027497,21.976338780132664,0.14132386601710767,0.17952492238786336,1.2331124376755433,0.42061013680886916,0.6716665880850653,-0.29462291695891796,-0.900351796454873
Home Mortgage,866476.0,1 year,0.0,15.0,12.9,239800.0,0.0,0.0,debt consolidation,1,11873177.445066666,130891.0,11770.0,701.0,0,0,2,11177540.4,54.34108527131783,0.0,0.0,0.15106131041136742,6.134777683375813,13.702834752568641,6.516577119305786,-0.07166293730003973,1.3516568080273963,1.2824516675860211,0.1129798567039627,0.4916502957532071
Home Mortgage,1670860.0,6 years,0.0,8.0,16.0,233420.0,0.0,0.0,debt consolidation,1,333564.0,122569.0,23949.0,705.0,0,2,1,26733760.0,44.0625,0.0,0.0,0.07335683420513987,5.813951869945858,0.19963611553331817,0.0725421729508539,1.2930909560850143,0.24638604391796934,0.5305000057572089,-0.8354298418022975,-0.3817745727252975
Rent,573762.0,1 year,0.0,7.0,16.6,197120.0,0.0,0.0,debt consolidation,0,177166.0,114741.0,12671.0,735.0,1,2,1,9524449.200000001,44.27710843373494,0.0,0.0,0.1999801311345122,3.7734590797884935,0.3087795985094865,0.07019079395476309,-0.0181825383716309,0.5895077856758271,0.6775601274167123,-0.8633579609280672,-1.3556205467978302
Rent,0.0,< 1 year,0.0,10.0,15.6,697642.0,0.0,0.0,debt consolidation,0,156508.0,398259.0,28077.0,729.0,0,2,1,0.0,46.73076923076923,0.0,0.0,2.1767,0.0,54.787312,0.02977693516212589,-3.799143045444327,-1.8134406157127598,0.3328283032768394,0.6578691807809454,0.8075388434931812
Rent,1280125.0,10+ years,0.0,8.0,13.3,362934.0,0.0,0.0,debt consolidation,0,318582.0,204991.0,16428.0,741.0,1,2,1,17025662.5,55.71428571428571,0.0,0.0,0.16013358070500927,6.493613545978411,0.24886788399570353,0.12150765884763039,0.37205162091754285,0.877890474475824,0.9072416871258836,-1.1673630433772637,-0.1931711047322983
Home Mortgage,0.0,10+ years,0.0,11.0,11.3,693418.0,1.0,1.0,debt consolidation,0,266398.0,147915.0,21461.0,729.0,0,2,1,0.0,64.51327433628319,0.08849557522123894,0.08849557522123894,2.1767,0.0,54.787312,0.09154219377703589,-4.645749793170322,2.11107776288778,-5.806201006528013,0.9285401291360407,2.009573518345804
Rent,1269333.0,< 1 year,0.0,7.0,15.8,235510.0,0.0,0.0,debt consolidation,0,11873177.445066666,171874.0,5183.0,747.0,0,0,2,20055461.400000002,47.278481012658226,0.0,0.0,0.1354049725328184,20.408595408064826,9.353871241877952,12.082238840165822,0.5125242706884623,1.8552073051235478,1.6760305784212532,1.446194075809277,-0.2310496898733406
Rent,2157773.0,4 years,0.0,10.0,22.2,660374.0,0.0,0.0,debt consolidation,0,482152.0,494475.0,39559.0,743.0,0,1,0,47902560.6,33.46846846846847,0.0,0.0,0.22915987919025774,4.545474270498917,0.22344889847078447,0.04575140625091332,2.5697792345333226,-1.4563613793925092,0.08510728870565577,0.14483680770045504,0.6377599544908161
Home Mortgage,1408527.0,2 years,0.0,12.0,17.5,700062.0,0.0,0.0,other,1,525998.0,174135.0,9320.0,647.0,1,2,1,24649222.5,36.97142857142857,0.0,0.0,0.12362915300878151,12.594125536480687,0.37343835084453475,0.26875025546699366,1.2725764852523738,0.24604616221393347,0.41075928834831477,-0.5774715615171515,-1.0865287273035482
Home Mortgage,613966.0,6 years,0.0,5.0,16.3,96998.0,0.0,0.0,buy a car,0,148632.0,29982.0,6498.0,744.0,0,2,1,10007645.8,45.644171779141104,0.0,0.0,0.04883332301788698,7.873781676413255,0.24208506659977913,0.1169401816887499,-0.005072703044084846,1.030780229316232,0.8174447700685726,-0.9014945071137676,-1.7846375644662626
Rent,0.0,10+ years,0.0,8.0,13.1,797874.0,0.0,0.0,debt consolidation,0,308616.0,360392.0,35030.0,729.0,0,2,1,0.0,55.648854961832065,0.0,0.0,2.1767,0.0,54.787312,0.05604356571139678,-3.950264524950087,-1.4530644282939809,0.5186825926608025,0.3144400335617298,1.3429772140871954
Rent,1140000.0,10+ years,0.0,9.0,16.0,778448.0,0.0,0.0,debt consolidation,1,462000.0,414808.0,19950.0,725.0,0,2,1,18240000.0,45.3125,0.0,0.0,0.36386666666666667,4.761904761904762,0.4052631578947368,0.1206140350877193,0.542044431560789,0.023903218963778373,0.6018080995821713,-0.6893139662648647,-0.203925957199732
Home Mortgage,1631644.0,8 years,0.0,9.0,12.1,862422.0,0.0,0.0,other,0,351670.0,155667.0,4773.0,718.0,1,2,1,19742892.4,59.33884297520661,0.0,0.0,0.09540500256183335,28.487394371115304,0.21553108398645782,0.5074313213848097,0.5709406326992529,1.6182178849515327,1.2072878814994714,-0.9380811244323186,-0.37367091358983223
Home Mortgage,1435127.0,< 1 year,0.0,10.0,21.2,1643906.0,0.0,0.0,debt consolidation,1,443124.0,782268.0,28487.0,674.0,0,1,0,30424692.4,31.79245283018868,0.0,0.0,0.54508625369044,4.198192742888569,0.30876988587072784,0.06114507047570856,1.5494096869459622,-1.3359544870270277,0.08700185387509841,-0.01615641864804471,0.14724782127232336
Own Home,0.0,10+ years,0.0,17.0,32.5,2322650.0,0.0,0.0,other,0,448184.0,136401.0,29320.0,729.0,0,1,0,0.0,22.43076923076923,0.0,0.0,2.1767,0.0,54.787312,0.03919473886731731,-3.03666235304654,-3.402163571193037,-0.46573873772486507,1.984074621249729,-0.6208654011547966
Rent,808298.0,5 years,0.0,12.0,15.7,632170.0,0.0,0.0,debt consolidation,0,11873177.445066666,251693.0,8622.0,746.0,0,0,2,12690278.6,47.51592356687898,0.0,0.0,0.3113863946217855,7.812359854635429,14.689109022992344,7.309337938317736,-0.17101837742217615,0.9811674370044899,1.262435791014017,0.7772464739215524,0.09011281007453885
